Date,Team,Acquired,Relinquished,Notes
2020-07-26,Browns,,• Dontrell Hilliard,placed on reserve/COVID-19 list
2020-07-26,Browns,,• Jovante Moffatt,placed on reserve/COVID-19 list
2020-07-26,Chiefs,,• Aleva Hifo,placed on reserve/COVID-19 list
2020-07-26,Cowboys,,• Jon'Vea Johnson,placed on reserve/COVID-19 list
2020-07-26,Ravens,,• Nigel Warrior,placed on reserve/COVID-19 list
2020-07-27,49ers,,• Richie James,placed on reserve/COVID-19 list
2020-07-27,Bears,,• Artavis Pierce,placed on reserve/COVID-19 list
2020-07-27,Bills,,• Isiah Brown / Ike Brown (c),placed on reserve/COVID-19 list
2020-07-27,Buccaneers,,• Ke'Shawn Vaughn,placed on reserve/COVID-19 list
2020-07-27,Colts,,• Jackson Porter,placed on reserve/COVID-19 list
2020-07-27,Colts,,• Julian Blackmon,placed on active/non-football injury list
2020-07-27,Colts,,• Malik Henry,placed on reserve/COVID-19 list
2020-07-27,Dolphins,,• Benito Jones,placed on reserve/COVID-19 list
2020-07-27,Dolphins,,• Blake Ferguson,placed on reserve/COVID-19 list
2020-07-27,Dolphins,,• Cordrea Tankersley,placed on reserve/COVID-19 list
2020-07-27,Eagles,,• Daeshon Hall,placed on reserve/physically unable to perform list with knee injury
2020-07-27,Jaguars,,• Davon Hamilton,placed on reserve/COVID-19 list
2020-07-27,Jaguars,,• Josiah Scott,placed on reserve/COVID-19 list
2020-07-27,Jaguars,,• Luqman Barcoo / Luq Barcoo,placed on reserve/COVID-19 list
2020-07-27,Jaguars,,• Tre'Vour Wallace-Simms,placed on reserve/COVID-19 list
2020-07-27,Steelers,,• Arrion Springs,placed on reserve/COVID-19 list
2020-07-27,Vikings,,• Blake Brandel,placed on reserve/COVID-19 list
2020-07-27,Vikings,,• Brian Cole II,placed on reserve/COVID-19 list
2020-07-27,Vikings,,• Justin Jefferson,placed on reserve/COVID-19 list
2020-07-27,Vikings,,• Tyler Higby,placed on reserve/COVID-19 list
2020-07-27,Washington,,• Alex Smith (D.),placed on physically unable to perform list recovering from right leg injury
2020-07-27,Washington,,• Emanuel Hall,placed on reserve/non-football injury list with Achilles injury
2020-07-27,Washington,,• Reuben Foster,placed on physically unable to perform list
2020-07-28,49ers,,• D.J. Reed,placed on active/non-football injury list
2020-07-28,49ers,,• Deebo Samuel,placed on active/non-football injury list
2020-07-28,49ers,,• Jullian Taylor,placed on active/physically unable to perform list
2020-07-28,49ers,,• Kentavius Street,placed on active/physically unable to perform list
2020-07-28,49ers,,• Ronald Blair,placed on active/physically unable to perform list
2020-07-28,49ers,,• Shawn Poindexter,placed on active/physically unable to perform list
2020-07-28,49ers,,• Weston Richburg,placed on active/physically unable to perform list
2020-07-28,Bills,,• Tommy Sweeney,placed on active/physically unable to perform list
2020-07-28,Buccaneers,,• Justin Evans (b. 1995-08-26),placed on active/physically unable to perform list
2020-07-28,Colts,,• Iseoluwapo Jegede / Jegs Jegede,placed on active/physically unable to perform list
2020-07-28,Colts,,• Kemoko Turay,placed on active/physically unable to perform list
2020-07-28,Colts,,• Mo Alie-Cox,placed on active/physically unable to perform list
2020-07-28,Dolphins,,• Calvin Munson,placed on active/non-football injury list
2020-07-28,Dolphins,,• Xavien Howard,placed on active/physically unable to perform list
2020-07-28,Falcons,,• Jaylinn Hawkins,placed on reserve/COVID-19 list
2020-07-28,Giants,,• Alex Tanney,placed on active/non-football illness list
2020-07-28,Giants,,• David Sills V,placed on reserve/COVID-19 list
2020-07-28,Jaguars,,• Jawaan Taylor,placed on reserve/COVID-19 list
2020-07-28,Jaguars,,• Ryan Pope,placed on reserve/COVID-19 list
2020-07-28,Jets,,• Bryce Hall,placed on reserve/COVID-19 list
2020-07-28,Jets,,• Shyheim Carter,placed on reserve/COVID-19 list
2020-07-28,Packers,,• Greg Roberts (b. 1996-03-21),placed on reserve/COVID-19 list
2020-07-28,Panthers,,• Greg Little,placed on active/physically unable to perform list
2020-07-28,Panthers,,• Michael Palardy,placed on reserve/non-football injury list with torn ACL kn knee
2020-07-28,Texans,,• Ira Savage-Lewis / Ira Lewis,placed on reserve/non-football injury list with back injury
2020-07-28,Titans,,• Corey Davis (Damon),placed on active/physically unable to perform list
2020-07-28,Titans,,• Isaiah Wilson,placed on reserve/COVID-19 list
2020-07-28,Titans,,• Jayon Brown,placed on active/physically unable to perform list
2020-07-28,Vikings,,• Nevelle Clarke,placed on active/non-football injury list
2020-07-28,Vikings,,• Quartney Davis,placed on active/non-football injury list
2020-07-29,Bears,,• Eric Saubert,placed on reserve/COVID-19 list
2020-07-29,Bears,,• Tre Roberson,placed on reserve/non-football injury list with fractured foot
2020-07-29,Bills,,• Cole Beasley,placed on active/non-football injury list
2020-07-29,Bills,,• D'haquille Williams / Duke Williams (b),placed on reserve/COVID-19 list
2020-07-29,Bills,,• Vincent Taylor,placed on reserve/COVID-19 list
2020-07-29,Browns,,• Pharaoh Brown,placed on active/physically unable to perform list
2020-07-29,Browns,,• Trevon Young,placed on IR
2020-07-29,Dolphins,• Benito Jones,,activated from reserve/COVID-19 list
2020-07-29,Eagles,,• Jordan Mailata,placed on reserve/COVID-19 list
2020-07-29,Eagles,,• Lane Johnson,placed on reserve/COVID-19 list
2020-07-29,Eagles,,• Nathan Gerry / Nate Gerry,placed on reserve/COVID-19 list
2020-07-29,Falcons,,• (Alton) Keith Smith,placed on reserve/COVID-19 list
2020-07-29,Falcons,,• Jamal Carter,placed on reserve/COVID-19 list
2020-07-29,Jets,,• Ahmad Gooden,placed on reserve/COVID-19 list
2020-07-29,Lions,,• Amani Oruwariye,placed on reserve/COVID-19 list
2020-07-29,Lions,,• Arryn Siposs,placed on reserve/COVID-19 list
2020-07-29,Lions,,• Jalen Elliott,placed on reserve/COVID-19 list
2020-07-29,Lions,,• Kenny Golladay,placed on reserve/COVID-19 list
2020-07-29,Lions,,• T.J. Hockenson,placed on reserve/COVID-19 list
2020-07-29,Steelers,,• Justin Layne,placed on reserve/COVID-19 list
2020-07-29,Vikings,,• Cameron Smith / Cam Smith,placed on reserve/COVID-19 list
2020-07-29,Vikings,,• Ifeadi Odenigbo,placed on reserve/COVID-19 list
2020-07-29,Vikings,,• Olisaemeka Udoh / Oli Udoh,placed on reserve/COVID-19 list
2020-07-29,Washington,,• Logan Thomas,placed on reserve/COVID-19 list
2020-07-30,49ers,,• Jeff Wilson Jr.,placed on reserve/COVID-19 list
2020-07-30,Bears,,• John Jenkins,placed on reserve/COVID-19 list
2020-07-30,Bills,,• Dane Jackson,placed on reserve/COVID-19 list
2020-07-30,Bills,,• Siran Neal,placed on reserve/COVID-19 list
2020-07-30,Broncos,,• Andrew Beck,placed on reserve/COVID-19 list
2020-07-30,Browns,,• Jamie Gillan,placed on reserve/COVID-19 list
2020-07-30,Jaguars,,• Charles Jones II,placed on reserve/COVID-19 list
2020-07-30,Jaguars,,• Parry Nickerson,placed on reserve/COVID-19 list
2020-07-30,Jaguars,• Josiah Scott,,activated from reserve/COVID-19 list
2020-07-30,Lions,,• Isaac Nauta,placed on reserve/COVID-19 list
2020-07-30,Lions,,• Justin Coleman,placed on reserve/COVID-19 list
2020-07-30,Packers,,• Jace Sternberger,placed on reserve/COVID-19 list
2020-07-30,Packers,,• Mason Crosby,placed on reserve/COVID-19 list
2020-07-30,Packers,,• Treyvon Hester,placed on reserve/COVID-19 list
2020-07-30,Raiders,,• Devontae Booker,placed on reserve/COVID-19 list
2020-07-30,Vikings,,• Anthony Barr,placed on reserve/COVID-19 list
2020-07-31,Buccaneers,,• Aca'Cedric Ware,placed on reserve/COVID-19 list
2020-07-31,Buccaneers,,• Raymond Calais,placed on reserve/COVID-19 list
2020-07-31,Dolphins,,• Jerome Baker,placed on reserve/COVID-19 list
2020-07-31,Dolphins,,• Zach Sieler,placed on reserve/COVID-19 list
2020-07-31,Falcons,,• Danny Etling,placed on reserve/COVID-19 list
2020-07-31,Falcons,,• Tyeler Davison,placed on reserve/COVID-19 list
2020-07-31,Jaguars,• Luqman Barcoo / Luq Barcoo,,activated from reserve/COVID-19 list
2020-07-31,Rams,,• Michael Hoecht / Mike Hoecht,placed on reserve/COVID-19 list
2020-07-31,Rams,,• Terrell Lewis,placed on reserve/COVID-19 list
2020-07-31,Texans,,• Dylan Cole,placed on active/physically unable to perform list
2020-07-31,Texans,,• Gareon Conley,placed on active/physically unable to perform list
2020-07-31,Vikings,• Blake Brandel,,activated from reserve/COVID-19 list
2020-07-31,Chiefs,• Aleva Hifo,,activated from reserve/COVID-19 list
2020-08-01,Cowboys,,• Saivion Smith,placed on reserve/COVID-19 list
2020-08-01,Jaguars,,• D.J. Hayden,placed on active/physically unable to perform list
2020-08-01,Jaguars,,• James O'Shaughnessy,placed on active/physically unable to perform list
2020-08-01,Lions,,• Matthew Stafford,placed on reserve/COVID-19 list
2020-08-01,Saints,,• Johnson Bademosi,placed on active/physically unable to perform list
2020-08-01,Saints,,• Kiko Alonso,placed on active/physically unable to perform list
2020-08-02,Bears,• Artavis Pierce,,activated from reserve/COVID-19 list
2020-08-02,Browns,,• J'Mon Moore,placed on active/non-football injury list
2020-08-02,Browns,,• Jarvis Landry,placed on active/physically unable to perform list
2020-08-02,Cardinals,,• Marcus Gilbert (Christopher),placed on non-football injury list
2020-08-02,Cardinals,,• Maxx Williams,placed on non-football injury list
2020-08-02,Chargers,,• Damion Square,placed on non-football injury list
2020-08-02,Colts,,• T.Y. Hilton,placed on non-football injury list
2020-08-02,Cowboys,,• Azur Kamara,placed on IR with undisclosed injury
2020-08-02,Dolphins,,• Ereck Flowers,placed on reserve/COVID-19 list
2020-08-02,Dolphins,• Blake Ferguson,,activated from reserve/COVID-19 list
2020-08-02,Falcons,,• Foyesade Oluokun / Foye Oluokun,placed on reserve/COVID-19 list
2020-08-02,Giants,,• Leonard Williams (Austin),placed on non-football injury list
2020-08-02,Jaguars,,• Andrew Wingard,placed on reserve/COVID-19 list
2020-08-02,Jaguars,,• Gardner Minshew II,placed on reserve/COVID-19 list
2020-08-02,Jaguars,,• Michael Walker (b. 1996-10-29),placed on reserve/COVID-19 list
2020-08-02,Jaguars,,• Ryquell Armstead,placed on reserve/COVID-19 list
2020-08-02,Jaguars,• Charles Jones II,,activated from reserve/COVID-19 list
2020-08-02,Jaguars,• Davon Hamilton,,activated from reserve/COVID-19 list
2020-08-02,Jaguars,• Jawaan Taylor,,activated from reserve/COVID-19 list
2020-08-02,Lions,,• Austin Bryant,placed on active/physically unable to perform list
2020-08-02,Lions,,• Romeo Okwara,placed on active/physically unable to perform list
2020-08-02,Panthers,,• Jason Ferris,placed on IR with undisclosed injury
2020-08-02,Patriots,,• Brandon King (b. 1993-06-08),placed on active/physically unable to perform list
2020-08-02,Patriots,,• Mohamed Sanu,placed on active/physically unable to perform list
2020-08-02,Patriots,,• Sony Michel,placed on active/physically unable to perform list
2020-08-02,Rams,• Michael Hoecht / Mike Hoecht,,activated from reserve/COVID-19 list
2020-08-02,Ravens,,• Matt Skura,placed on active/physically unable to perform list
2020-08-02,Seahawks,,• Emmanuel Ellerbee,placed on IR with undisclosed injury
2020-08-02,Steelers,,• James Washington (Edward),placed on reserve/COVID-19 list
2020-08-02,Steelers,,• Jaylen Samuels (b. 1996-07-20),placed on reserve/COVID-19 list
2020-08-03,49ers,,• D.J. Reed,placed on reserve/non-football injury list with pectoral injury
2020-08-03,49ers,• Richie James,,activated from reserve/COVID-19 list
2020-08-03,Bears,• Eric Saubert,,activated from reserve/COVID-19 list
2020-08-03,Bears,• John Jenkins,,activated from reserve/COVID-19 list
2020-08-03,Browns,,• Garrett Gilbert,placed on reserve/COVID-19 list
2020-08-03,Browns,,• Karl Joseph,placed on active/physically unable to perform list with foot injury
2020-08-03,Browns,• Jamie Gillan,,activated from reserve/COVID-19 list
2020-08-03,Dolphins,,• Malcolm Perry,placed on reserve/COVID-19 list
2020-08-03,Dolphins,• Jerome Baker,,activated from reserve/COVID-19 list
2020-08-03,Giants,,• Tae Crowder,placed on active/non-football injury list
2020-08-03,Giants,• Alex Tanney,,activated from active/non-football illness list
2020-08-03,Lions,• Isaac Nauta,,activated from reserve/COVID-19 list
2020-08-03,Packers,,• Hunter Bradley,placed on reserve/COVID-19 list
2020-08-03,Titans,• Isaiah Wilson,,activated from reserve/COVID-19 list
2020-08-03,Vikings,,• Ben Gedeon,placed on physically unable to perform list
2020-08-03,Vikings,• Anthony Barr,,activated from reserve/COVID-19 list
2020-08-03,Vikings,• Ifeadi Odenigbo,,activated from reserve/COVID-19 list
2020-08-03,Jets,• Quincy Enunwa,,activated from reserve/physically unable to perform list with neck injury
2020-08-03,Steelers,• Arrion Springs,,activated from reserve/COVID-19 list
2020-08-04,49ers,,• Richie James,placed on active/non-football injury list
2020-08-04,49ers,• Jeff Wilson Jr.,,activated from reserve/COVID-19 list
2020-08-04,49ers,• Kentavius Street,,activated from active/physically unable to perform list
2020-08-04,49ers,• Shawn Poindexter,,activated from active/physically unable to perform list
2020-08-04,Bengals,,• Xavier Su'a-Filo,placed on active/physically unable to perform list
2020-08-04,Bills,• Vincent Taylor,,activated from reserve/COVID-19 list
2020-08-04,Browns,,• Ja'Marcus Bradley,placed on reserve/COVID-19 list
2020-08-04,Browns,• Dontrell Hilliard,,activated from reserve/COVID-19 list
2020-08-04,Browns,• Jovante Moffatt,,activated from reserve/COVID-19 list
2020-08-04,Eagles,,• Brandon Brooks,placed on active/physically unable to perform list
2020-08-04,Giants,,• Josiah Tauaefa,placed on reserve/COVID-19 list
2020-08-04,Giants,• David Sills V,,activated from reserve/COVID-19 list
2020-08-04,Jaguars,• Andrew Wingard,,activated from reserve/COVID-19 list
2020-08-04,Jaguars,• Gardner Minshew II,,activated from reserve/COVID-19 list
2020-08-04,Lions,• Justin Coleman,,activated from reserve/COVID-19 list
2020-08-04,Lions,• Matthew Stafford,,activated from reserve/COVID-19 list
2020-08-04,Raiders,• Devontae Booker,,activated from reserve/COVID-19 list
2020-08-04,Vikings,,• Armon Watts,placed on reserve/COVID-19 list
2020-08-04,Vikings,• Brian Cole II,,activated from reserve/COVID-19 list
2020-08-04,Vikings,• Justin Jefferson,,activated from reserve/COVID-19 list
2020-08-04,Dolphins,• Cordrea Tankersley,,activated from reserve/COVID-19 list
2020-08-05,Bills,• Isiah Brown / Ike Brown (c),,activated from reserve/COVID-19 list
2020-08-05,Bills,• Siran Neal,,activated from reserve/COVID-19 list
2020-08-05,Browns,• Garrett Gilbert,,activated from reserve/COVID-19 list
2020-08-05,Dolphins,,• Davon Godchaux,placed on reserve/COVID-19 list
2020-08-05,Falcons,• Danny Etling,,activated from reserve/COVID-19 list
2020-08-05,Falcons,• Foyesade Oluokun / Foye Oluokun,,activated from reserve/COVID-19 list
2020-08-05,Falcons,• Jaylinn Hawkins,,activated from reserve/COVID-19 list
2020-08-05,Falcons,• Tyeler Davison,,activated from reserve/COVID-19 list
2020-08-05,Giants,• Josiah Tauaefa,,activated from reserve/COVID-19 list
2020-08-05,Jaguars,• Parry Nickerson,,activated from reserve/COVID-19 list
2020-08-05,Jets,,• James Burgess Jr.,placed on reserve/COVID-19 list
2020-08-05,Lions,• Kenny Golladay,,activated from reserve/COVID-19 list
2020-08-05,Ravens,• Nigel Warrior,,activated from reserve/COVID-19 list
2020-08-05,Titans,• Jayon Brown,,activated from active/physically unable to perform list
2020-08-06,Bengals,• Kendall Futrell,,activated from reserve/COVID-19 list
2020-08-06,Bills,• Dane Jackson,,activated from reserve/COVID-19 list
2020-08-06,Buccaneers,• Raymond Calais,,activated from reserve/COVID-19 list
2020-08-06,Dolphins,,• Benito Jones,placed on reserve/COVID-19 list
2020-08-06,Dolphins,,• Brandon Jones (b. 1998-04-02),placed on reserve/COVID-19 list
2020-08-06,Dolphins,,• Kirk Merritt,placed on reserve/COVID-19 list
2020-08-06,Dolphins,,• Raekwon Davis,placed on reserve/COVID-19 list
2020-08-06,Dolphins,,• Shaq Lawson,placed on reserve/COVID-19 list
2020-08-06,Dolphins,,• Solomon Kindley,placed on reserve/COVID-19 list
2020-08-06,Dolphins,• Malcolm Perry,,activated from reserve/COVID-19 list
2020-08-06,Dolphins,• Zach Sieler,,activated from reserve/COVID-19 list
2020-08-06,Raiders,,• Maxx Crosby,placed on reserve/COVID-19 list
2020-08-06,Raiders,,• Rod Smith (b. 1992-01-10),placed on reserve/COVID-19 list
